date,value,category,ref_area,year,month
2023-09-01,133760.3901119024,"Первичный рынок, бизнес-класс",Ростовская область,2023,9
2023-10-01,138505.8397396188,"Первичный рынок, бизнес-класс",Ростовская область,2023,10
2023-11-01,139500.4679144385,"Первичный рынок, бизнес-класс",Ростовская область,2023,11
2023-12-01,140018.1352257047,"Первичный рынок, бизнес-класс",Ростовская область,2023,12
2024-01-01,142589.2673546682,"Первичный рынок, бизнес-класс",Ростовская область,2024,1
2024-02-01,150524.6993857204,"Первичный рынок, бизнес-класс",Ростовская область,2024,2
2024-03-01,151941.7521612542,"Первичный рынок, бизнес-класс",Ростовская область,2024,3
2024-04-01,153187.9080993151,"Первичный рынок, бизнес-класс",Ростовская область,2024,4
2024-05-01,148149.6535130112,"Первичный рынок, бизнес-класс",Ростовская область,2024,5
2024-06-01,148541.558695003,"Первичный рынок, бизнес-класс",Ростовская область,2024,6
2024-07-01,148919.0116325459,"Первичный рынок, бизнес-класс",Ростовская область,2024,7
2024-08-01,153476.7884057971,"Первичный рынок, бизнес-класс",Ростовская область,2024,8
2024-09-01,156512.9398181083,"Первичный рынок, бизнес-класс",Ростовская область,2024,9
2024-10-01,159388.8833232055,"Первичный рынок, бизнес-класс",Ростовская область,2024,10
2024-11-01,155561.1747552108,"Первичный рынок, бизнес-класс",Ростовская область,2024,11
2024-12-01,155698.4381856038,"Первичный рынок, бизнес-класс",Ростовская область,2024,12
2025-01-01,160586.8980750177,"Первичный рынок, бизнес-класс",Ростовская область,2025,1
2025-02-01,157437.9447204969,"Первичный рынок, бизнес-класс",Ростовская область,2025,2
2025-03-01,164975.7055707763,"Первичный рынок, бизнес-класс",Ростовская область,2025,3
2025-04-01,166589.3046709129,"Первичный рынок, бизнес-класс",Ростовская область,2025,4
2025-05-01,163156.2855997834,"Первичный рынок, бизнес-класс",Ростовская область,2025,5
2025-06-01,166299.6341491922,"Первичный рынок, бизнес-класс",Ростовская область,2025,6
2025-07-01,163740.8659563819,"Первичный рынок, бизнес-класс",Ростовская область,2025,7
2025-08-01,153399.9539817001,"Первичный рынок, бизнес-класс",Ростовская область,2025,8
2025-09-01,153947.3511827815,"Первичный рынок, бизнес-класс",Ростовская область,2025,9
2022-01-01,159779.0124628566,"Первичный рынок, эконом/комфорт",Московская область,2022,1
2022-02-01,162260.1313700931,"Первичный рынок, эконом/комфорт",Московская область,2022,2
2022-03-01,167987.2999413342,"Первичный рынок, эконом/комфорт",Московская область,2022,3
2022-04-01,166940.4172201203,"Первичный рынок, эконом/комфорт",Московская область,2022,4
2022-05-01,167632.7812311504,"Первичный рынок, эконом/комфорт",Московская область,2022,5
2022-06-01,168219.6736023297,"Первичный рынок, эконом/комфорт",Московская область,2022,6
2022-07-01,169865.0452031777,"Первичный рынок, эконом/комфорт",Московская область,2022,7
2022-08-01,168951.4608473433,"Первичный рынок, эконом/комфорт",Московская область,2022,8
2022-09-01,168567.0202780709,"Первичный рынок, эконом/комфорт",Московская область,2022,9
2022-10-01,166751.7550777452,"Первичный рынок, эконом/комфорт",Московская область,2022,10
2022-11-01,168584.4451372858,"Первичный рынок, эконом/комфорт",Московская область,2022,11
2022-12-01,169116.7474203875,"Первичный рынок, эконом/комфорт",Московская область,2022,12
2023-01-01,169427.1626608425,"Первичный рынок, эконом/комфорт",Московская область,2023,1
2023-02-01,169723.8111572035,"Первичный рынок, эконом/комфорт",Московская область,2023,2
2023-03-01,168031.3362533507,"Первичный рынок, эконом/комфорт",Московская область,2023,3
2023-04-01,169650.0490878803,"Первичный рынок, эконом/комфорт",Московская область,2023,4
2023-05-01,174846.4229076215,"Первичный рынок, эконом/комфорт",Московская область,2023,5
2023-06-01,175674.5102688161,"Первичный рынок, эконом/комфорт",Московская область,2023,6
2023-07-01,177549.9861035998,"Первичный рынок, эконом/комфорт",Московская область,2023,7
2023-08-01,181215.8145496654,"Первичный рынок, эконом/комфорт",Московская область,2023,8
2023-09-01,184950.84807559,"Первичный рынок, эконом/комфорт",Московская область,2023,9
2023-10-01,185557.9406616561,"Первичный рынок, эконом/комфорт",Московская область,2023,10
2023-11-01,186354.592182362,"Первичный рынок, эконом/комфорт",Московская область,2023,11
2023-12-01,187404.8207402387,"Первичный рынок, эконом/комфорт",Московская область,2023,12
2024-01-01,189639.0327210956,"Первичный рынок, эконом/комфорт",Московская область,2024,1
2024-02-01,189526.4040217479,"Первичный рынок, эконом/комфорт",Московская область,2024,2
2024-03-01,192228.0932939202,"Первичный рынок, эконом/комфорт",Московская область,2024,3
2024-04-01,191491.7883215498,"Первичный рынок, эконом/комфорт",Московская область,2024,4
2024-05-01,192137.0172822223,"Первичный рынок, эконом/комфорт",Московская область,2024,5
2024-06-01,196154.655698129,"Первичный рынок, эконом/комфорт",Московская область,2024,6
2024-07-01,199282.1675640116,"Первичный рынок, эконом/комфорт",Московская область,2024,7
2024-08-01,192250.5874092157,"Первичный рынок, эконом/комфорт",Московская область,2024,8
2024-09-01,197952.893439946,"Первичный рынок, эконом/комфорт",Московская область,2024,9
2024-10-01,195913.0865624886,"Первичный рынок, эконом/комфорт",Московская область,2024,10
2024-11-01,193993.5265818736,"Первичный рынок, эконом/комфорт",Московская область,2024,11
2024-12-01,196978.9224901735,"Первичный рынок, эконом/комфорт",Московская область,2024,12
2025-01-01,201064.4135620139,"Первичный рынок, эконом/комфорт",Московская область,2025,1
2025-02-01,202551.1293808245,"Первичный рынок, эконом/комфорт",Московская область,2025,2
2025-03-01,195518.2601434145,"Первичный рынок, эконом/комфорт",Московская область,2025,3
2025-04-01,198987.2516928707,"Первичный рынок, эконом/комфорт",Московская область,2025,4
2025-05-01,204417.0870191597,"Первичный рынок, эконом/комфорт",Московская область,2025,5
2025-06-01,199564.0244368898,"Первичный рынок, эконом/комфорт",Московская область,2025,6
2025-07-01,198244.9549381613,"Первичный рынок, эконом/комфорт",Московская область,2025,7
2025-08-01,201937.3443139284,"Первичный рынок, эконом/комфорт",Московская область,2025,8
2025-09-01,208948.4051412471,"Первичный рынок, эконом/комфорт",Московская область,2025,9
2022-01-01,89603.1609195402,"Первичный рынок, эконом/комфорт",Ростовская область,2022,1
2022-02-01,91740.5596689896,"Первичный рынок, эконом/комфорт",Ростовская область,2022,2
2022-03-01,99772.2711562047,"Первичный рынок, эконом/комфорт",Ростовская область,2022,3
2022-04-01,103553.1132840591,"Первичный рынок, эконом/комфорт",Ростовская область,2022,4
2022-05-01,103817.7227531615,"Первичный рынок, эконом/комфорт",Ростовская область,2022,5
2022-06-01,103966.0739720824,"Первичный рынок, эконом/комфорт",Ростовская область,2022,6
2022-07-01,103795.6130373644,"Первичный рынок, эконом/комфорт",Ростовская область,2022,7
2022-08-01,102908.3577697016,"Первичный рынок, эконом/комфорт",Ростовская область,2022,8
2022-09-01,104925.9555073736,"Первичный рынок, эконом/комфорт",Ростовская область,2022,9
2022-10-01,101109.9088357869,"Первичный рынок, эконом/комфорт",Ростовская область,2022,10
2022-11-01,100389.7424840649,"Первичный рынок, эконом/комфорт",Ростовская область,2022,11
2022-12-01,102350.1187571812,"Первичный рынок, эконом/комфорт",Ростовская область,2022,12
2023-01-01,103520.5528846154,"Первичный рынок, эконом/комфорт",Ростовская область,2023,1
2023-02-01,101040.0327138543,"Первичный рынок, эконом/комфорт",Ростовская область,2023,2
2023-03-01,102949.948574343,"Первичный рынок, эконом/комфорт",Ростовская область,2023,3
2023-04-01,105979.4783141744,"Первичный рынок, эконом/комфорт",Ростовская область,2023,4
2023-05-01,106503.2659663216,"Первичный рынок, эконом/комфорт",Ростовская область,2023,5
2023-06-01,107653.7411374356,"Первичный рынок, эконом/комфорт",Ростовская область,2023,6
2023-07-01,104696.9106911254,"Первичный рынок, эконом/комфорт",Ростовская область,2023,7
2023-08-01,107834.8911314396,"Первичный рынок, эконом/комфорт",Ростовская область,2023,8
2023-09-01,109148.1436065783,"Первичный рынок, эконом/комфорт",Ростовская область,2023,9
2023-10-01,117482.4634564092,"Первичный рынок, эконом/комфорт",Ростовская область,2023,10
2023-11-01,115847.6871035997,"Первичный рынок, эконом/комфорт",Ростовская область,2023,11
2023-12-01,118897.3921034852,"Первичный рынок, эконом/комфорт",Ростовская область,2023,12
2024-01-01,123688.1521522404,"Первичный рынок, эконом/комфорт",Ростовская область,2024,1
2024-02-01,125978.1911077603,"Первичный рынок, эконом/комфорт",Ростовская область,2024,2
2024-03-01,124829.6899716966,"Первичный рынок, эконом/комфорт",Ростовская область,2024,3
2024-04-01,129296.546953606,"Первичный рынок, эконом/комфорт",Ростовская область,2024,4
2024-05-01,129583.2956348601,"Первичный рынок, эконом/комфорт",Ростовская область,2024,5
2024-06-01,131635.1959760788,"Первичный рынок, эконом/комфорт",Ростовская область,2024,6
2024-07-01,127844.7098950632,"Первичный рынок, эконом/комфорт",Ростовская область,2024,7
2024-08-01,130028.3541935484,"Первичный рынок, эконом/комфорт",Ростовская область,2024,8
2024-09-01,130193.7146080981,"Первичный рынок, эконом/комфорт",Ростовская область,2024,9
2024-10-01,127420.2515885256,"Первичный рынок, эконом/комфорт",Ростовская область,2024,10
2024-11-01,133563.4647198371,"Первичный рынок, эконом/комфорт",Ростовская область,2024,11
2024-12-01,136332.2377262921,"Первичный рынок, эконом/комфорт",Ростовская область,2024,12
2025-01-01,137146.2463862725,"Первичный рынок, эконом/комфорт",Ростовская область,2025,1
2025-02-01,136293.7324898491,"Первичный рынок, эконом/комфорт",Ростовская область,2025,2
2025-03-01,131257.373196729,"Первичный рынок, эконом/комфорт",Ростовская область,2025,3
2025-04-01,135364.3851334413,"Первичный рынок, эконом/комфорт",Ростовская область,2025,4
2025-05-01,133278.8707711064,"Первичный рынок, эконом/комфорт",Ростовская область,2025,5
2025-06-01,135048.3178838696,"Первичный рынок, эконом/комфорт",Ростовская область,2025,6
2025-07-01,138400.6145684833,"Первичный рынок, эконом/комфорт",Ростовская область,2025,7
2025-08-01,138832.1982878366,"Первичный рынок, эконом/комфорт",Ростовская область,2025,8
2025-09-01,135573.5295073219,"Первичный рынок, эконом/комфорт",Ростовская область,2025,9
2022-01-01,64184.6174851064,Вторичный рынок,Ярославская область,2022,1
2022-02-01,69006.5262664165,Вторичный рынок,Ярославская область,2022,2
2022-03-01,73916.4337098949,Вторичный рынок,Ярославская область,2022,3
2022-04-01,75100.379411475,Вторичный рынок,Ярославская область,2022,4
2022-05-01,75452.5541249158,Вторичный рынок,Ярославская область,2022,5
2022-06-01,73123.0191483174,Вторичный рынок,Ярославская область,2022,6
2022-07-01,72865.9006511533,Вторичный рынок,Ярославская область,2022,7
2022-08-01,70343.6991872085,Вторичный рынок,Ярославская область,2022,8
2022-09-01,74326.4990144455,Вторичный рынок,Ярославская область,2022,9
2022-10-01,74823.4185311427,Вторичный рынок,Ярославская область,2022,10
2022-11-01,75940.0786989992,Вторичный рынок,Ярославская область,2022,11
2022-12-01,76721.8470505692,Вторичный рынок,Ярославская область,2022,12
2023-01-01,77556.7401082251,Вторичный рынок,Ярославская область,2023,1
2023-02-01,76734.6764602511,Вторичный рынок,Ярославская область,2023,2
2023-03-01,77900.7646994783,Вторичный рынок,Ярославская область,2023,3
2023-04-01,78149.6454674419,Вторичный рынок,Ярославская область,2023,4
2023-05-01,79586.4295376227,Вторичный рынок,Ярославская область,2023,5
2023-06-01,79042.4240088208,Вторичный рынок,Ярославская область,2023,6
2023-07-01,79998.8041591018,Вторичный рынок,Ярославская область,2023,7
2023-08-01,79989.8789266878,Вторичный рынок,Ярославская область,2023,8
2023-09-01,82802.6089312977,Вторичный рынок,Ярославская область,2023,9
2023-10-01,83924.1456088462,Вторичный рынок,Ярославская область,2023,10
2023-11-01,83946.9163807255,Вторичный рынок,Ярославская область,2023,11
2023-12-01,84608.4814609851,Вторичный рынок,Ярославская область,2023,12
2024-01-01,85226.6601507117,Вторичный рынок,Ярославская область,2024,1
2024-02-01,85858.7557445622,Вторичный рынок,Ярославская область,2024,2
2024-03-01,83445.6018775934,Вторичный рынок,Ярославская область,2024,3
2024-04-01,82451.9226501767,Вторичный рынок,Ярославская область,2024,4
2024-05-01,82433.9833173077,Вторичный рынок,Ярославская область,2024,5
2024-06-01,81731.2677204301,Вторичный рынок,Ярославская область,2024,6
2024-07-01,82350.0266580788,Вторичный рынок,Ярославская область,2024,7
2024-08-01,82759.8968459838,Вторичный рынок,Ярославская область,2024,8
2024-09-01,82877.0098380282,Вторичный рынок,Ярославская область,2024,9
2024-10-01,82420.3192766117,Вторичный рынок,Ярославская область,2024,10
2024-11-01,83206.3385179407,Вторичный рынок,Ярославская область,2024,11
2024-12-01,84880.6917929293,Вторичный рынок,Ярославская область,2024,12
2025-01-01,85139.9244778842,Вторичный рынок,Ярославская область,2025,1
2025-02-01,86194.7515178572,Вторичный рынок,Ярославская область,2025,2
2025-03-01,87356.7912757353,Вторичный рынок,Ярославская область,2025,3
2025-04-01,86793.9338929766,Вторичный рынок,Ярославская область,2025,4
2025-05-01,85619.1952716841,Вторичный рынок,Ярославская область,2025,5
2025-06-01,86016.9474683544,Вторичный рынок,Ярославская область,2025,6
2025-07-01,85802.5395423024,Вторичный рынок,Ярославская область,2025,7
2025-08-01,88039.9190612945,Вторичный рынок,Ярославская область,2025,8
2025-09-01,88041.6426363294,Вторичный рынок,Ярославская область,2025,9
2022-01-01,90589.9258367347,Вторичный рынок,Магаданская область,2022,1
2022-02-01,94229.087797834,Вторичный рынок,Магаданская область,2022,2
2022-03-01,94324.125,Вторичный рынок,Магаданская область,2022,3
2022-04-01,96035.7965737052,Вторичный рынок,Магаданская область,2022,4
2022-05-01,96414.5884765625,Вторичный рынок,Магаданская область,2022,5
2022-06-01,97462.2068858131,Вторичный рынок,Магаданская область,2022,6
2022-07-01,98428.2880582524,Вторичный рынок,Магаданская область,2022,7
2022-08-01,99705.3801706485,Вторичный рынок,Магаданская область,2022,8
2022-09-01,103033.1835736677,Вторичный рынок,Магаданская область,2022,9
2022-10-01,104308.8759395973,Вторичный рынок,Магаданская область,2022,10
2022-11-01,104325.69125,Вторичный рынок,Магаданская область,2022,11
2022-12-01,106082.1159426229,Вторичный рынок,Магаданская область,2022,12
2023-01-01,109177.9279565217,Вторичный рынок,Магаданская область,2023,1
2023-02-01,114044.3882307692,Вторичный рынок,Магаданская область,2023,2
2023-03-01,111564.0108695652,Вторичный рынок,Магаданская область,2023,3
2023-04-01,114631.0490066225,Вторичный рынок,Магаданская область,2023,4
2023-05-01,114788.9581229774,Вторичный рынок,Магаданская область,2023,5
2023-06-01,117852.0381578947,Вторичный рынок,Магаданская область,2023,6
2023-07-01,120776.1572727273,Вторичный рынок,Магаданская область,2023,7
2023-08-01,124524.8148172757,Вторичный рынок,Магаданская область,2023,8
2023-09-01,126490.4513833992,Вторичный рынок,Магаданская область,2023,9
2023-10-01,127930.1182078853,Вторичный рынок,Магаданская область,2023,10
2023-11-01,125590.7161678832,Вторичный рынок,Магаданская область,2023,11
2023-12-01,121713.6909708738,Вторичный рынок,Магаданская область,2023,12
2024-01-01,128787.5651260504,Вторичный рынок,Магаданская область,2024,1
2024-02-01,131800.7107636364,Вторичный рынок,Магаданская область,2024,2
2024-03-01,135922.0032550336,Вторичный рынок,Магаданская область,2024,3
2024-04-01,135992.7182716049,Вторичный рынок,Магаданская область,2024,4
2024-05-01,133903.1458610272,Вторичный рынок,Магаданская область,2024,5
2024-06-01,133453.9832307693,Вторичный рынок,Магаданская область,2024,6
2024-07-01,134527.1962582781,Вторичный рынок,Магаданская область,2024,7
2024-08-01,133911.6452279635,Вторичный рынок,Магаданская область,2024,8
2024-09-01,138919.6206590258,Вторичный рынок,Магаданская область,2024,9
2024-10-01,139932.2442065491,Вторичный рынок,Магаданская область,2024,10
2024-11-01,140032.4969873418,Вторичный рынок,Магаданская область,2024,11
2024-12-01,136508.4931358885,Вторичный рынок,Магаданская область,2024,12
2025-01-01,141270.6118429003,Вторичный рынок,Магаданская область,2025,1
2025-02-01,140152.8756168831,Вторичный рынок,Магаданская область,2025,2
2025-03-01,138803.4011111111,Вторичный рынок,Магаданская область,2025,3
2025-04-01,139137.19160401,Вторичный рынок,Магаданская область,2025,4
2025-05-01,139841.7503747073,Вторичный рынок,Магаданская область,2025,5
2025-06-01,137307.2511940299,Вторичный рынок,Магаданская область,2025,6
2025-07-01,138045.1539018088,Вторичный рынок,Магаданская область,2025,7
2025-08-01,138245.5101769912,Вторичный рынок,Магаданская область,2025,8
2025-09-01,139306.6480445545,Вторичный рынок,Магаданская область,2025,9
2022-01-01,126881.6495300006,Вторичный рынок,Краснодарский край,2022,1
2022-02-01,127673.6680554246,Вторичный рынок,Краснодарский край,2022,2
2022-03-01,134266.9576165575,Вторичный рынок,Краснодарский край,2022,3
2022-04-01,133806.3065797314,Вторичный рынок,Краснодарский край,2022,4
2022-05-01,121487.7260349795,Вторичный рынок,Краснодарский край,2022,5
2022-06-01,121864.0936489915,Вторичный рынок,Краснодарский край,2022,6
2022-07-01,129546.129693297,Вторичный рынок,Краснодарский край,2022,7
2022-08-01,130404.2946197289,Вторичный рынок,Краснодарский край,2022,8
2022-09-01,127974.8334513912,Вторичный рынок,Краснодарский край,2022,9
2022-10-01,125286.1429000216,Вторичный рынок,Краснодарский край,2022,10
2022-11-01,123608.3171968172,Вторичный рынок,Краснодарский край,2022,11
2022-12-01,125506.3591835967,Вторичный рынок,Краснодарский край,2022,12
2023-01-01,124661.7633949017,Вторичный рынок,Краснодарский край,2023,1
2023-02-01,126239.9968732381,Вторичный рынок,Краснодарский край,2023,2
2023-03-01,127682.5794186285,Вторичный рынок,Краснодарский край,2023,3
2023-04-01,130481.0561653332,Вторичный рынок,Краснодарский край,2023,4
2023-05-01,132276.2483658499,Вторичный рынок,Краснодарский край,2023,5
2023-06-01,130403.1171611354,Вторичный рынок,Краснодарский край,2023,6
2023-07-01,133172.0645474854,Вторичный рынок,Краснодарский край,2023,7
2023-08-01,132615.7630580465,Вторичный рынок,Краснодарский край,2023,8
2023-09-01,133844.6279908737,Вторичный рынок,Краснодарский край,2023,9
2023-10-01,132250.1865780698,Вторичный рынок,Краснодарский край,2023,10
2023-11-01,134374.2017472708,Вторичный рынок,Краснодарский край,2023,11
2023-12-01,137030.2435237771,Вторичный рынок,Краснодарский край,2023,12
2024-01-01,136064.5241794032,Вторичный рынок,Краснодарский край,2024,1
2024-02-01,129604.0669764447,Вторичный рынок,Краснодарский край,2024,2
2024-03-01,139884.5316555529,Вторичный рынок,Краснодарский край,2024,3
2024-04-01,132626.7170079663,Вторичный рынок,Краснодарский край,2024,4
2024-05-01,142800.6100643367,Вторичный рынок,Краснодарский край,2024,5
2024-06-01,136825.928439848,Вторичный рынок,Краснодарский край,2024,6
2024-07-01,143755.3537601106,Вторичный рынок,Краснодарский край,2024,7
2024-08-01,137805.8080627038,Вторичный рынок,Краснодарский край,2024,8
2024-09-01,138262.2687119655,Вторичный рынок,Краснодарский край,2024,9
2024-10-01,139133.7306472094,Вторичный рынок,Краснодарский край,2024,10
2024-11-01,144159.8965189795,Вторичный рынок,Краснодарский край,2024,11
2024-12-01,149027.0112076402,Вторичный рынок,Краснодарский край,2024,12
2025-01-01,147176.3446107301,Вторичный рынок,Краснодарский край,2025,1
2025-02-01,145611.6238937179,Вторичный рынок,Краснодарский край,2025,2
2025-03-01,143478.6151995384,Вторичный рынок,Краснодарский край,2025,3
2025-04-01,157512.0227145265,Вторичный рынок,Краснодарский край,2025,4
2025-05-01,147354.115886121,Вторичный рынок,Краснодарский край,2025,5
2025-06-01,148145.0220228257,Вторичный рынок,Краснодарский край,2025,6
2025-07-01,145458.8891507087,Вторичный рынок,Краснодарский край,2025,7
2025-08-01,151706.2827057182,Вторичный рынок,Краснодарский край,2025,8
2025-09-01,142572.2011938959,Вторичный рынок,Краснодарский край,2025,9
2022-01-01,129482.3730289316,Вторичный рынок,Ленинградская область,2022,1
2022-02-01,131243.7713823667,Вторичный рынок,Ленинградская область,2022,2
2022-03-01,138398.0013066234,Вторичный рынок,Ленинградская область,2022,3
2022-04-01,142344.5186654026,Вторичный рынок,Ленинградская область,2022,4
2022-05-01,143342.7469231753,Вторичный рынок,Ленинградская область,2022,5
2022-06-01,141573.6135318907,Вторичный рынок,Ленинградская область,2022,6
2022-07-01,139337.8017042269,Вторичный рынок,Ленинградская область,2022,7
2022-08-01,138819.3818433914,Вторичный рынок,Ленинградская область,2022,8
2022-09-01,136926.6782901451,Вторичный рынок,Ленинградская область,2022,9
2022-10-01,135816.3569504931,Вторичный рынок,Ленинградская область,2022,10
2022-11-01,133394.3635703704,Вторичный рынок,Ленинградская область,2022,11
2022-12-01,132126.5070511659,Вторичный рынок,Ленинградская область,2022,12
2023-01-01,130591.7674902321,Вторичный рынок,Ленинградская область,2023,1
2023-02-01,131320.8798920467,Вторичный рынок,Ленинградская область,2023,2
2023-03-01,129989.2021611976,Вторичный рынок,Ленинградская область,2023,3
2023-04-01,128643.5486989592,Вторичный рынок,Ленинградская область,2023,4
2023-05-01,130591.5337017219,Вторичный рынок,Ленинградская область,2023,5
2023-06-01,129997.4632604572,Вторичный рынок,Ленинградская область,2023,6
2023-07-01,129386.0420217483,Вторичный рынок,Ленинградская область,2023,7
2023-08-01,129171.416471376,Вторичный рынок,Ленинградская область,2023,8
2023-09-01,130914.1321809557,Вторичный рынок,Ленинградская область,2023,9
2023-10-01,131975.8976806592,Вторичный рынок,Ленинградская область,2023,10
2023-11-01,131847.1638812079,Вторичный рынок,Ленинградская область,2023,11
2023-12-01,136288.2622791109,Вторичный рынок,Ленинградская область,2023,12
2024-01-01,136305.1603216213,Вторичный рынок,Ленинградская область,2024,1
2024-02-01,137144.4315703276,Вторичный рынок,Ленинградская область,2024,2
2024-03-01,134098.1221154264,Вторичный рынок,Ленинградская область,2024,3
2024-04-01,133751.2903033528,Вторичный рынок,Ленинградская область,2024,4
2024-05-01,133349.6054598698,Вторичный рынок,Ленинградская область,2024,5
2024-06-01,134769.7435901796,Вторичный рынок,Ленинградская область,2024,6
2024-07-01,131976.0342568678,Вторичный рынок,Ленинградская область,2024,7
2024-08-01,132422.277667153,Вторичный рынок,Ленинградская область,2024,8
2024-09-01,132944.72894496,Вторичный рынок,Ленинградская область,2024,9
2024-10-01,131406.5751306936,Вторичный рынок,Ленинградская область,2024,10
2024-11-01,129888.6100132398,Вторичный рынок,Ленинградская область,2024,11
2024-12-01,128252.0718527354,Вторичный рынок,Ленинградская область,2024,12
2025-01-01,128103.1500172325,Вторичный рынок,Ленинградская область,2025,1
2025-02-01,130688.0275642738,Вторичный рынок,Ленинградская область,2025,2
2025-03-01,131232.4738799688,Вторичный рынок,Ленинградская область,2025,3
2025-04-01,134868.9131327434,Вторичный рынок,Ленинградская область,2025,4
2025-05-01,133111.5808453854,Вторичный рынок,Ленинградская область,2025,5
2025-06-01,133047.0619235935,Вторичный рынок,Ленинградская область,2025,6
2025-07-01,132167.6887301587,Вторичный рынок,Ленинградская область,2025,7
2025-08-01,131175.2825363129,Вторичный рынок,Ленинградская область,2025,8
2025-09-01,133689.2538898266,Вторичный рынок,Ленинградская область,2025,9
2022-01-01,56503.9985244161,Вторичный рынок,Кабардино-Балкарская Республика,2022,1
2022-02-01,60398.131563981,Вторичный рынок,Кабардино-Балкарская Республика,2022,2
2022-03-01,63231.1537441643,Вторичный рынок,Кабардино-Балкарская Республика,2022,3
2022-04-01,63983.7315841584,Вторичный рынок,Кабардино-Балкарская Республика,2022,4
2022-05-01,62688.2972267537,Вторичный рынок,Кабардино-Балкарская Республика,2022,5
2022-06-01,61728.8497151655,Вторичный рынок,Кабардино-Балкарская Республика,2022,6
2022-07-01,61365.1186492375,Вторичный рынок,Кабардино-Балкарская Республика,2022,7
2022-08-01,62519.7756012658,Вторичный рынок,Кабардино-Балкарская Республика,2022,8
2022-09-01,64140.5175051125,Вторичный рынок,Кабардино-Балкарская Республика,2022,9
2022-10-01,64089.6576647473,Вторичный рынок,Кабардино-Балкарская Республика,2022,10
2022-11-01,63906.7125495595,Вторичный рынок,Кабардино-Балкарская Республика,2022,11
2022-12-01,63979.1234807793,Вторичный рынок,Кабардино-Балкарская Республика,2022,12
2023-01-01,66879.4766438782,Вторичный рынок,Кабардино-Балкарская Республика,2023,1
2023-02-01,68356.5127357392,Вторичный рынок,Кабардино-Балкарская Республика,2023,2
2023-03-01,69353.8287385087,Вторичный рынок,Кабардино-Балкарская Республика,2023,3
2023-04-01,69804.6599581979,Вторичный рынок,Кабардино-Балкарская Республика,2023,4
2023-05-01,67338.5683054577,Вторичный рынок,Кабардино-Балкарская Республика,2023,5
2023-06-01,71515.618342246,Вторичный рынок,Кабардино-Балкарская Республика,2023,6
2023-07-01,72298.9586254296,Вторичный рынок,Кабардино-Балкарская Республика,2023,7
2023-08-01,75725.8506585788,Вторичный рынок,Кабардино-Балкарская Республика,2023,8
2023-09-01,76746.5714580942,Вторичный рынок,Кабардино-Балкарская Республика,2023,9
2023-10-01,78553.0966888151,Вторичный рынок,Кабардино-Балкарская Республика,2023,10
2023-11-01,80097.1372352605,Вторичный рынок,Кабардино-Балкарская Республика,2023,11
2023-12-01,82299.277562976,Вторичный рынок,Кабардино-Балкарская Республика,2023,12
2024-01-01,81455.4851099937,Вторичный рынок,Кабардино-Балкарская Республика,2024,1
2024-02-01,80791.4398047337,Вторичный рынок,Кабардино-Балкарская Республика,2024,2
2024-03-01,81713.1943864679,Вторичный рынок,Кабардино-Балкарская Республика,2024,3
2024-04-01,86399.814953271,Вторичный рынок,Кабардино-Балкарская Республика,2024,4
2024-05-01,81398.4005119454,Вторичный рынок,Кабардино-Балкарская Республика,2024,5
2024-06-01,75554.3605235602,Вторичный рынок,Кабардино-Балкарская Республика,2024,6
2024-07-01,75300.0127415144,Вторичный рынок,Кабардино-Балкарская Республика,2024,7
2024-08-01,77284.8292780749,Вторичный рынок,Кабардино-Балкарская Республика,2024,8
2024-09-01,81398.4661621622,Вторичный рынок,Кабардино-Балкарская Республика,2024,9
2024-10-01,80985.2737250554,Вторичный рынок,Кабардино-Балкарская Республика,2024,10
2024-11-01,85827.7047790055,Вторичный рынок,Кабардино-Балкарская Республика,2024,11
2024-12-01,83630.2262285714,Вторичный рынок,Кабардино-Балкарская Республика,2024,12
2025-01-01,81206.7017555556,Вторичный рынок,Кабардино-Балкарская Республика,2025,1
2025-02-01,80607.24375,Вторичный рынок,Кабардино-Балкарская Республика,2025,2
2025-03-01,83489.4855298013,Вторичный рынок,Кабардино-Балкарская Республика,2025,3
2025-04-01,85176.9905235602,Вторичный рынок,Кабардино-Балкарская Республика,2025,4
2025-05-01,84460.3356937799,Вторичный рынок,Кабардино-Балкарская Республика,2025,5
2025-06-01,85822.779009901,Вторичный рынок,Кабардино-Балкарская Республика,2025,6
2025-07-01,82573.7957142857,Вторичный рынок,Кабардино-Балкарская Республика,2025,7
2025-08-01,88214.8530222222,Вторичный рынок,Кабардино-Балкарская Республика,2025,8
2025-09-01,80580.4456985294,Вторичный рынок,Кабардино-Балкарская Республика,2025,9
2022-01-01,83665.6245209581,"Первичный рынок, эконом/комфорт",Омская область,2022,1
2022-02-01,83889.8643389831,"Первичный рынок, эконом/комфорт",Омская область,2022,2
2022-03-01,92428.6275219298,"Первичный рынок, эконом/комфорт",Омская область,2022,3
2022-04-01,93863.243992674,"Первичный рынок, эконом/комфорт",Омская область,2022,4
2022-05-01,98790.2203990228,"Первичный рынок, эконом/комфорт",Омская область,2022,5
2022-06-01,98118.7594329897,"Первичный рынок, эконом/комфорт",Омская область,2022,6
2022-07-01,94083.088434466,"Первичный рынок, эконом/комфорт",Омская область,2022,7
2022-08-01,94081.9491421569,"Первичный рынок, эконом/комфорт",Омская область,2022,8
2022-09-01,94119.0684408602,"Первичный рынок, эконом/комфорт",Омская область,2022,9
