date,value,category,ref_area,year,month
2022-01-01,185198.8309380862,"Первичный рынок, бизнес-класс",Республика Татарстан,2022,1
2022-02-01,188588.0010634082,"Первичный рынок, бизнес-класс",Республика Татарстан,2022,2
2022-03-01,199350.6884251968,"Первичный рынок, бизнес-класс",Республика Татарстан,2022,3
2022-04-01,207176.5979699248,"Первичный рынок, бизнес-класс",Республика Татарстан,2022,4
2022-05-01,208417.0344382022,"Первичный рынок, бизнес-класс",Республика Татарстан,2022,5
2022-06-01,217595.8957509157,"Первичный рынок, бизнес-класс",Республика Татарстан,2022,6
2022-07-01,217024.2096537484,"Первичный рынок, бизнес-класс",Республика Татарстан,2022,7
2022-08-01,218453.8503657761,"Первичный рынок, бизнес-класс",Республика Татарстан,2022,8
2022-09-01,225734.8111347518,"Первичный рынок, бизнес-класс",Республика Татарстан,2022,9
2022-10-01,218003.0377752708,"Первичный рынок, бизнес-класс",Республика Татарстан,2022,10
2022-11-01,219508.923549204,"Первичный рынок, бизнес-класс",Республика Татарстан,2022,11
2022-12-01,218009.9403125,"Первичный рынок, бизнес-класс",Республика Татарстан,2022,12
2023-01-01,218540.3878583333,"Первичный рынок, бизнес-класс",Республика Татарстан,2023,1
2023-02-01,214431.6342865853,"Первичный рынок, бизнес-класс",Республика Татарстан,2023,2
2023-03-01,212887.6921974063,"Первичный рынок, бизнес-класс",Республика Татарстан,2023,3
2023-04-01,223384.9874652777,"Первичный рынок, бизнес-класс",Республика Татарстан,2023,4
2023-05-01,228604.4173732719,"Первичный рынок, бизнес-класс",Республика Татарстан,2023,5
2023-06-01,234029.7964578948,"Первичный рынок, бизнес-класс",Республика Татарстан,2023,6
2023-07-01,242770.7671428572,"Первичный рынок, бизнес-класс",Республика Татарстан,2023,7
2023-08-01,238881.592613493,"Первичный рынок, бизнес-класс",Республика Татарстан,2023,8
2023-09-01,240848.3948236092,"Первичный рынок, бизнес-класс",Республика Татарстан,2023,9
2023-10-01,248563.0605791618,"Первичный рынок, бизнес-класс",Республика Татарстан,2023,10
2023-11-01,253894.570121875,"Первичный рынок, бизнес-класс",Республика Татарстан,2023,11
2023-12-01,256844.4242682927,"Первичный рынок, бизнес-класс",Республика Татарстан,2023,12
2024-01-01,265012.6061006098,"Первичный рынок, бизнес-класс",Республика Татарстан,2024,1
2024-02-01,267254.348563135,"Первичный рынок, бизнес-класс",Республика Татарстан,2024,2
2024-03-01,275090.7078056426,"Первичный рынок, бизнес-класс",Республика Татарстан,2024,3
2024-04-01,276154.366724846,"Первичный рынок, бизнес-класс",Республика Татарстан,2024,4
2024-05-01,287463.8679158879,"Первичный рынок, бизнес-класс",Республика Татарстан,2024,5
2024-06-01,304309.0456777778,"Первичный рынок, бизнес-класс",Республика Татарстан,2024,6
2024-07-01,315862.1296081678,"Первичный рынок, бизнес-класс",Республика Татарстан,2024,7
2024-08-01,318096.859175705,"Первичный рынок, бизнес-класс",Республика Татарстан,2024,8
2024-09-01,324264.9239877836,"Первичный рынок, бизнес-класс",Республика Татарстан,2024,9
2024-10-01,316706.0405962897,"Первичный рынок, бизнес-класс",Республика Татарстан,2024,10
2024-11-01,325946.0718181818,"Первичный рынок, бизнес-класс",Республика Татарстан,2024,11
2024-12-01,320552.6485675431,"Первичный рынок, бизнес-класс",Республика Татарстан,2024,12
2025-01-01,323233.7572067637,"Первичный рынок, бизнес-класс",Республика Татарстан,2025,1
2025-02-01,320126.8597056277,"Первичный рынок, бизнес-класс",Республика Татарстан,2025,2
2025-03-01,330752.5185116731,"Первичный рынок, бизнес-класс",Республика Татарстан,2025,3
2025-04-01,334846.7236122972,"Первичный рынок, бизнес-класс",Республика Татарстан,2025,4
2025-05-01,329075.3331313364,"Первичный рынок, бизнес-класс",Республика Татарстан,2025,5
2025-06-01,318589.9241768293,"Первичный рынок, бизнес-класс",Республика Татарстан,2025,6
2025-07-01,294635.5159572301,"Первичный рынок, бизнес-класс",Республика Татарстан,2025,7
2025-08-01,283060.2284465021,"Первичный рынок, бизнес-класс",Республика Татарстан,2025,8
2025-09-01,296899.2882593123,"Первичный рынок, бизнес-класс",Республика Татарстан,2025,9
2022-01-01,61762.4916890882,Вторичный рынок,Псковская область,2022,1
2022-02-01,63718.3733808845,Вторичный рынок,Псковская область,2022,2
2022-03-01,66869.9014784053,Вторичный рынок,Псковская область,2022,3
2022-04-01,69850.7242201835,Вторичный рынок,Псковская область,2022,4
2022-05-01,70096.5860606061,Вторичный рынок,Псковская область,2022,5
2022-06-01,68562.9531487514,Вторичный рынок,Псковская область,2022,6
2022-07-01,68105.154734098,Вторичный рынок,Псковская область,2022,7
2022-08-01,69544.930604534,Вторичный рынок,Псковская область,2022,8
2022-09-01,70304.7152133581,Вторичный рынок,Псковская область,2022,9
2022-10-01,69402.3152297165,Вторичный рынок,Псковская область,2022,10
2022-11-01,69063.7170815451,Вторичный рынок,Псковская область,2022,11
2022-12-01,68867.5207542579,Вторичный рынок,Псковская область,2022,12
2023-01-01,67112.9444617225,Вторичный рынок,Псковская область,2023,1
2023-02-01,69148.3185497076,Вторичный рынок,Псковская область,2023,2
2023-03-01,71051.4091946993,Вторичный рынок,Псковская область,2023,3
2023-04-01,70254.332919708,Вторичный рынок,Псковская область,2023,4
2023-05-01,70146.2012564367,Вторичный рынок,Псковская область,2023,5
2023-06-01,70790.4929189189,Вторичный рынок,Псковская область,2023,6
2023-07-01,70794.707076632,Вторичный рынок,Псковская область,2023,7
2023-08-01,72667.0032903865,Вторичный рынок,Псковская область,2023,8
2023-09-01,72915.6189441624,Вторичный рынок,Псковская область,2023,9
2023-10-01,72310.6337706726,Вторичный рынок,Псковская область,2023,10
2023-11-01,73817.0730546624,Вторичный рынок,Псковская область,2023,11
2023-12-01,75602.0791946309,Вторичный рынок,Псковская область,2023,12
2024-01-01,76391.4016928251,Вторичный рынок,Псковская область,2024,1
2024-02-01,80364.0415107103,Вторичный рынок,Псковская область,2024,2
2024-03-01,79735.2006813187,Вторичный рынок,Псковская область,2024,3
2024-04-01,81525.2002396514,Вторичный рынок,Псковская область,2024,4
2024-05-01,82005.3219366197,Вторичный рынок,Псковская область,2024,5
2024-06-01,80680.1459286593,Вторичный рынок,Псковская область,2024,6
2024-07-01,78088.1177586207,Вторичный рынок,Псковская область,2024,7
2024-08-01,78470.1385343511,Вторичный рынок,Псковская область,2024,8
2024-09-01,78410.3962255639,Вторичный рынок,Псковская область,2024,9
2024-10-01,78248.9196316507,Вторичный рынок,Псковская область,2024,10
2024-11-01,78911.1208575582,Вторичный рынок,Псковская область,2024,11
2024-12-01,78954.4234646962,Вторичный рынок,Псковская область,2024,12
2025-01-01,82355.9589724771,Вторичный рынок,Псковская область,2025,1
2025-02-01,79974.8109344262,Вторичный рынок,Псковская область,2025,2
2025-03-01,80135.0853611557,Вторичный рынок,Псковская область,2025,3
2025-04-01,80363.3196587537,Вторичный рынок,Псковская область,2025,4
2025-05-01,80630.4854454023,Вторичный рынок,Псковская область,2025,5
2025-06-01,78701.8933709016,Вторичный рынок,Псковская область,2025,6
2025-07-01,78893.472799511,Вторичный рынок,Псковская область,2025,7
2025-08-01,75338.300318408,Вторичный рынок,Псковская область,2025,8
2025-09-01,73701.2397111554,Вторичный рынок,Псковская область,2025,9
2022-01-01,152658.3556875455,Вторичный рынок,Московская область,2022,1
2022-02-01,154350.1087427381,Вторичный рынок,Московская область,2022,2
2022-03-01,158911.6951430894,Вторичный рынок,Московская область,2022,3
2022-04-01,156059.0142779413,Вторичный рынок,Московская область,2022,4
2022-05-01,155870.6035813385,Вторичный рынок,Московская область,2022,5
2022-06-01,155086.6215412432,Вторичный рынок,Московская область,2022,6
2022-07-01,154412.984065146,Вторичный рынок,Московская область,2022,7
2022-08-01,154648.8419220078,Вторичный рынок,Московская область,2022,8
2022-09-01,153964.335823202,Вторичный рынок,Московская область,2022,9
2022-10-01,152116.3656611097,Вторичный рынок,Московская область,2022,10
2022-11-01,151394.0672265453,Вторичный рынок,Московская область,2022,11
2022-12-01,150989.5106462939,Вторичный рынок,Московская область,2022,12
2023-01-01,151172.6287399508,Вторичный рынок,Московская область,2023,1
2023-02-01,151081.8371013266,Вторичный рынок,Московская область,2023,2
2023-03-01,151762.8965090717,Вторичный рынок,Московская область,2023,3
2023-04-01,151944.4411572967,Вторичный рынок,Московская область,2023,4
2023-05-01,151419.6096654649,Вторичный рынок,Московская область,2023,5
2023-06-01,151277.0902691285,Вторичный рынок,Московская область,2023,6
2023-07-01,152432.3173391875,Вторичный рынок,Московская область,2023,7
2023-08-01,152257.4124584254,Вторичный рынок,Московская область,2023,8
2023-09-01,154384.8994559524,Вторичный рынок,Московская область,2023,9
2023-10-01,155600.583332811,Вторичный рынок,Московская область,2023,10
2023-11-01,157153.2816427162,Вторичный рынок,Московская область,2023,11
2023-12-01,156983.229506225,Вторичный рынок,Московская область,2023,12
2024-01-01,158707.7927060793,Вторичный рынок,Московская область,2024,1
2024-02-01,158427.7165854506,Вторичный рынок,Московская область,2024,2
2024-03-01,158188.7168232671,Вторичный рынок,Московская область,2024,3
2024-04-01,157461.8008879593,Вторичный рынок,Московская область,2024,4
2024-05-01,157042.0678305442,Вторичный рынок,Московская область,2024,5
2024-06-01,155091.3712604479,Вторичный рынок,Московская область,2024,6
2024-07-01,154097.5102934345,Вторичный рынок,Московская область,2024,7
2024-08-01,154366.6036136171,Вторичный рынок,Московская область,2024,8
2024-09-01,153663.1509035971,Вторичный рынок,Московская область,2024,9
2024-10-01,154527.7803241701,Вторичный рынок,Московская область,2024,10
2024-11-01,154801.7486302438,Вторичный рынок,Московская область,2024,11
2024-12-01,151777.6645480391,Вторичный рынок,Московская область,2024,12
2025-01-01,153519.298919583,Вторичный рынок,Московская область,2025,1
2025-02-01,154598.5335978471,Вторичный рынок,Московская область,2025,2
2025-03-01,156848.6640166487,Вторичный рынок,Московская область,2025,3
2025-04-01,157439.6041227445,Вторичный рынок,Московская область,2025,4
2025-05-01,158888.5582085413,Вторичный рынок,Московская область,2025,5
2025-06-01,157852.5596151669,Вторичный рынок,Московская область,2025,6
2025-07-01,157357.3563925451,Вторичный рынок,Московская область,2025,7
2025-08-01,158704.3115339216,Вторичный рынок,Московская область,2025,8
2025-09-01,159183.7968506149,Вторичный рынок,Московская область,2025,9
2022-01-01,75415.9214326612,Вторичный рынок,Ростовская область,2022,1
2022-02-01,77494.9952471299,Вторичный рынок,Ростовская область,2022,2
2022-03-01,82227.8012343173,Вторичный рынок,Ростовская область,2022,3
2022-04-01,84040.1226589726,Вторичный рынок,Ростовская область,2022,4
2022-05-01,84470.520315584,Вторичный рынок,Ростовская область,2022,5
2022-06-01,84298.4779454197,Вторичный рынок,Ростовская область,2022,6
2022-07-01,84082.6656920971,Вторичный рынок,Ростовская область,2022,7
2022-08-01,84072.3650438762,Вторичный рынок,Ростовская область,2022,8
2022-09-01,84694.476037912,Вторичный рынок,Ростовская область,2022,9
2022-10-01,85348.9552475685,Вторичный рынок,Ростовская область,2022,10
2022-11-01,86173.3430867754,Вторичный рынок,Ростовская область,2022,11
2022-12-01,86931.1862231447,Вторичный рынок,Ростовская область,2022,12
2023-01-01,87333.384417829,Вторичный рынок,Ростовская область,2023,1
2023-02-01,88151.9835389424,Вторичный рынок,Ростовская область,2023,2
2023-03-01,88799.3028400265,Вторичный рынок,Ростовская область,2023,3
2023-04-01,90679.9923447702,Вторичный рынок,Ростовская область,2023,4
2023-05-01,91457.027797611,Вторичный рынок,Ростовская область,2023,5
2023-06-01,93344.6886134433,Вторичный рынок,Ростовская область,2023,6
2023-07-01,94582.7799251188,Вторичный рынок,Ростовская область,2023,7
2023-08-01,96083.635841882,Вторичный рынок,Ростовская область,2023,8
2023-09-01,98592.686371667,Вторичный рынок,Ростовская область,2023,9
2023-10-01,101247.9728577829,Вторичный рынок,Ростовская область,2023,10
2023-11-01,103051.1684025771,Вторичный рынок,Ростовская область,2023,11
2023-12-01,105967.1354405761,Вторичный рынок,Ростовская область,2023,12
2024-01-01,107409.8080705905,Вторичный рынок,Ростовская область,2024,1
2024-02-01,108276.1435506894,Вторичный рынок,Ростовская область,2024,2
2024-03-01,107844.0672893988,Вторичный рынок,Ростовская область,2024,3
2024-04-01,107255.305767727,Вторичный рынок,Ростовская область,2024,4
2024-05-01,109994.6324782912,Вторичный рынок,Ростовская область,2024,5
2024-06-01,111219.7525035649,Вторичный рынок,Ростовская область,2024,6
2024-07-01,115119.3824849469,Вторичный рынок,Ростовская область,2024,7
2024-08-01,113318.391475045,Вторичный рынок,Ростовская область,2024,8
2024-09-01,110657.6748102707,Вторичный рынок,Ростовская область,2024,9
2024-10-01,109444.8996609509,Вторичный рынок,Ростовская область,2024,10
2024-11-01,114907.9811528375,Вторичный рынок,Ростовская область,2024,11
2024-12-01,107353.8889471569,Вторичный рынок,Ростовская область,2024,12
2025-01-01,118708.666100647,Вторичный рынок,Ростовская область,2025,1
2025-02-01,117443.5417639836,Вторичный рынок,Ростовская область,2025,2
2025-03-01,116517.7799372303,Вторичный рынок,Ростовская область,2025,3
2025-04-01,116128.6163206601,Вторичный рынок,Ростовская область,2025,4
2025-05-01,116081.0452713533,Вторичный рынок,Ростовская область,2025,5
2025-06-01,115033.8167703719,Вторичный рынок,Ростовская область,2025,6
2025-07-01,112055.0388663136,Вторичный рынок,Ростовская область,2025,7
2025-08-01,111999.3623810654,Вторичный рынок,Ростовская область,2025,8
2025-09-01,112167.6326363041,Вторичный рынок,Ростовская область,2025,9
2022-01-01,80594.9491938406,"Первичный рынок, эконом/комфорт",Тульская область,2022,1
2022-02-01,81058.3435436383,"Первичный рынок, эконом/комфорт",Тульская область,2022,2
2022-03-01,89840.8003715898,"Первичный рынок, эконом/комфорт",Тульская область,2022,3
2022-04-01,94578.3913607966,"Первичный рынок, эконом/комфорт",Тульская область,2022,4
2022-05-01,95027.8017466753,"Первичный рынок, эконом/комфорт",Тульская область,2022,5
2022-06-01,95531.1838754325,"Первичный рынок, эконом/комфорт",Тульская область,2022,6
2022-07-01,93083.0812385584,"Первичный рынок, эконом/комфорт",Тульская область,2022,7
2022-08-01,92925.0454037267,"Первичный рынок, эконом/комфорт",Тульская область,2022,8
2022-09-01,93248.0710894621,"Первичный рынок, эконом/комфорт",Тульская область,2022,9
2022-10-01,98234.4914810427,"Первичный рынок, эконом/комфорт",Тульская область,2022,10
2022-11-01,98223.8000477972,"Первичный рынок, эконом/комфорт",Тульская область,2022,11
2022-12-01,98750.0313827098,"Первичный рынок, эконом/комфорт",Тульская область,2022,12
2023-01-01,96724.6240062476,"Первичный рынок, эконом/комфорт",Тульская область,2023,1
2023-02-01,94719.5464117647,"Первичный рынок, эконом/комфорт",Тульская область,2023,2
2023-03-01,96424.8614925373,"Первичный рынок, эконом/комфорт",Тульская область,2023,3
2023-04-01,97834.3396301176,"Первичный рынок, эконом/комфорт",Тульская область,2023,4
2023-05-01,97212.0588229056,"Первичный рынок, эконом/комфорт",Тульская область,2023,5
2023-06-01,97823.7911233307,"Первичный рынок, эконом/комфорт",Тульская область,2023,6
2023-07-01,98760.4458529098,"Первичный рынок, эконом/комфорт",Тульская область,2023,7
2023-08-01,100512.5688985788,"Первичный рынок, эконом/комфорт",Тульская область,2023,8
2023-09-01,101767.5582888927,"Первичный рынок, эконом/комфорт",Тульская область,2023,9
2023-10-01,103830.9193889499,"Первичный рынок, эконом/комфорт",Тульская область,2023,10
2023-11-01,106179.6380834968,"Первичный рынок, эконом/комфорт",Тульская область,2023,11
2023-12-01,108375.9895198126,"Первичный рынок, эконом/комфорт",Тульская область,2023,12
2024-01-01,108299.2578030842,"Первичный рынок, эконом/комфорт",Тульская область,2024,1
2024-02-01,112802.0050251831,"Первичный рынок, эконом/комфорт",Тульская область,2024,2
2024-03-01,114554.3814434276,"Первичный рынок, эконом/комфорт",Тульская область,2024,3
2024-04-01,115503.6598561947,"Первичный рынок, эконом/комфорт",Тульская область,2024,4
2024-05-01,119634.0258921476,"Первичный рынок, эконом/комфорт",Тульская область,2024,5
2024-06-01,118072.3530918408,"Первичный рынок, эконом/комфорт",Тульская область,2024,6
2024-07-01,121920.471940531,"Первичный рынок, эконом/комфорт",Тульская область,2024,7
2024-08-01,118930.9892211874,"Первичный рынок, эконом/комфорт",Тульская область,2024,8
2024-09-01,118892.1972952067,"Первичный рынок, эконом/комфорт",Тульская область,2024,9
2024-10-01,122596.6083482392,"Первичный рынок, эконом/комфорт",Тульская область,2024,10
2024-11-01,123290.0695633871,"Первичный рынок, эконом/комфорт",Тульская область,2024,11
2024-12-01,124731.1698353478,"Первичный рынок, эконом/комфорт",Тульская область,2024,12
2025-01-01,122997.6458420441,"Первичный рынок, эконом/комфорт",Тульская область,2025,1
2025-02-01,123290.0335482124,"Первичный рынок, эконом/комфорт",Тульская область,2025,2
2025-03-01,123435.9792270059,"Первичный рынок, эконом/комфорт",Тульская область,2025,3
2025-04-01,124158.2816383394,"Первичный рынок, эконом/комфорт",Тульская область,2025,4
2025-05-01,124321.4285714286,"Первичный рынок, эконом/комфорт",Тульская область,2025,5
2025-06-01,126086.2364959839,"Первичный рынок, эконом/комфорт",Тульская область,2025,6
2025-07-01,124192.2446790594,"Первичный рынок, эконом/комфорт",Тульская область,2025,7
2025-08-01,129384.0328547486,"Первичный рынок, эконом/комфорт",Тульская область,2025,8
2025-09-01,128554.0369083856,"Первичный рынок, эконом/комфорт",Тульская область,2025,9
2022-01-01,85266.4205543521,Вторичный рынок,Ханты-Мансийский автономный округ — Югра,2022,1
2022-02-01,89779.0318444618,Вторичный рынок,Ханты-Мансийский автономный округ — Югра,2022,2
2022-03-01,91390.8062312009,Вторичный рынок,Ханты-Мансийский автономный округ — Югра,2022,3
2022-04-01,91755.3767738003,Вторичный рынок,Ханты-Мансийский автономный округ — Югра,2022,4
2022-05-01,92246.611493135,Вторичный рынок,Ханты-Мансийский автономный округ — Югра,2022,5
2022-06-01,90021.8537534026,Вторичный рынок,Ханты-Мансийский автономный округ — Югра,2022,6
2022-07-01,90189.5003099771,Вторичный рынок,Ханты-Мансийский автономный округ — Югра,2022,7
2022-08-01,90748.2715837973,Вторичный рынок,Ханты-Мансийский автономный округ — Югра,2022,8
2022-09-01,96394.2965884241,Вторичный рынок,Ханты-Мансийский автономный округ — Югра,2022,9
2022-10-01,96877.8858440117,Вторичный рынок,Ханты-Мансийский автономный округ — Югра,2022,10
2022-11-01,97781.315269505,Вторичный рынок,Ханты-Мансийский автономный округ — Югра,2022,11
2022-12-01,98431.6122115989,Вторичный рынок,Ханты-Мансийский автономный округ — Югра,2022,12
2023-01-01,98993.5844967511,Вторичный рынок,Ханты-Мансийский автономный округ — Югра,2023,1
2023-02-01,99564.2761880573,Вторичный рынок,Ханты-Мансийский автономный округ — Югра,2023,2
2023-03-01,99815.7271530758,Вторичный рынок,Ханты-Мансийский автономный округ — Югра,2023,3
2023-04-01,101898.4080087848,Вторичный рынок,Ханты-Мансийский автономный округ — Югра,2023,4
2023-05-01,101439.9843163426,Вторичный рынок,Ханты-Мансийский автономный округ — Югра,2023,5
2023-06-01,101130.2013387338,Вторичный рынок,Ханты-Мансийский автономный округ — Югра,2023,6
2023-07-01,103725.3367127412,Вторичный рынок,Ханты-Мансийский автономный округ — Югра,2023,7
2023-08-01,104489.9845267118,Вторичный рынок,Ханты-Мансийский автономный округ — Югра,2023,8
2023-09-01,108136.7389331827,Вторичный рынок,Ханты-Мансийский автономный округ — Югра,2023,9
2023-10-01,108450.7378600959,Вторичный рынок,Ханты-Мансийский автономный округ — Югра,2023,10
2023-11-01,109203.4052822448,Вторичный рынок,Ханты-Мансийский автономный округ — Югра,2023,11
2023-12-01,110896.9513027295,Вторичный рынок,Ханты-Мансийский автономный округ — Югра,2023,12
2024-01-01,111793.9739252651,Вторичный рынок,Ханты-Мансийский автономный округ — Югра,2024,1
2024-02-01,112012.0803834331,Вторичный рынок,Ханты-Мансийский автономный округ — Югра,2024,2
2024-03-01,111073.50998998,Вторичный рынок,Ханты-Мансийский автономный округ — Югра,2024,3
2024-04-01,110942.1060321101,Вторичный рынок,Ханты-Мансийский автономный округ — Югра,2024,4
2024-05-01,109548.2235598859,Вторичный рынок,Ханты-Мансийский автономный округ — Югра,2024,5
2024-06-01,110884.3989370564,Вторичный рынок,Ханты-Мансийский автономный округ — Югра,2024,6
2024-07-01,111618.0125108153,Вторичный рынок,Ханты-Мансийский автономный округ — Югра,2024,7
2024-08-01,110428.7013881402,Вторичный рынок,Ханты-Мансийский автономный округ — Югра,2024,8
2024-09-01,108359.4536460259,Вторичный рынок,Ханты-Мансийский автономный округ — Югра,2024,9
2024-10-01,107977.2813538181,Вторичный рынок,Ханты-Мансийский автономный округ — Югра,2024,10
2024-11-01,107555.2453009472,Вторичный рынок,Ханты-Мансийский автономный округ — Югра,2024,11
2024-12-01,110293.3684259107,Вторичный рынок,Ханты-Мансийский автономный округ — Югра,2024,12
2025-01-01,110148.2842897082,Вторичный рынок,Ханты-Мансийский автономный округ — Югра,2025,1
2025-02-01,109033.6538554987,Вторичный рынок,Ханты-Мансийский автономный округ — Югра,2025,2
2025-03-01,108576.5007296507,Вторичный рынок,Ханты-Мансийский автономный округ — Югра,2025,3
2025-04-01,110164.2345515998,Вторичный рынок,Ханты-Мансийский автономный округ — Югра,2025,4
2025-05-01,109360.019372633,Вторичный рынок,Ханты-Мансийский автономный округ — Югра,2025,5
2025-06-01,109584.4519069013,Вторичный рынок,Ханты-Мансийский автономный округ — Югра,2025,6
2025-07-01,108310.0913247863,Вторичный рынок,Ханты-Мансийский автономный округ — Югра,2025,7
2025-08-01,110059.8240905363,Вторичный рынок,Ханты-Мансийский автономный округ — Югра,2025,8
2025-09-01,108993.0752459712,Вторичный рынок,Ханты-Мансийский автономный округ — Югра,2025,9
2022-01-01,98827.8445292208,"Первичный рынок, эконом/комфорт",Республика Адыгея,2022,1
2022-02-01,92719.9307692308,"Первичный рынок, эконом/комфорт",Республика Адыгея,2022,2
2022-03-01,96893.006993007,"Первичный рынок, эконом/комфорт",Республика Адыгея,2022,3
2022-04-01,96556.3725490196,"Первичный рынок, эконом/комфорт",Республика Адыгея,2022,4
2022-05-01,96863.8388516609,"Первичный рынок, эконом/комфорт",Республика Адыгея,2022,5
2022-06-01,100047.9913053097,"Первичный рынок, эконом/комфорт",Республика Адыгея,2022,6
2022-07-01,92765.6675762195,"Первичный рынок, эконом/комфорт",Республика Адыгея,2022,7
2022-08-01,92055.5080357143,"Первичный рынок, эконом/комфорт",Республика Адыгея,2022,8
2022-09-01,95547.4540534521,"Первичный рынок, эконом/комфорт",Республика Адыгея,2022,9
2022-10-01,101514.2293731491,"Первичный рынок, эконом/комфорт",Республика Адыгея,2022,10
2022-11-01,105450.032808642,"Первичный рынок, эконом/комфорт",Республика Адыгея,2022,11
2022-12-01,99489.048150685,"Первичный рынок, эконом/комфорт",Республика Адыгея,2022,12
2023-01-01,98313.8075313808,"Первичный рынок, эконом/комфорт",Республика Адыгея,2023,1
2023-02-01,102786.5275142315,"Первичный рынок, эконом/комфорт",Республика Адыгея,2023,2
2023-03-01,107626.2077294686,"Первичный рынок, эконом/комфорт",Республика Адыгея,2023,3
2023-04-01,107616.5254237288,"Первичный рынок, эконом/комфорт",Республика Адыгея,2023,4
2023-05-01,107779.0973871734,"Первичный рынок, эконом/комфорт",Республика Адыгея,2023,5
2023-06-01,112743.4895413123,"Первичный рынок, эконом/комфорт",Республика Адыгея,2023,6
2023-07-01,111064.6361482255,"Первичный рынок, эконом/комфорт",Республика Адыгея,2023,7
2023-08-01,108833.9141877795,"Первичный рынок, эконом/комфорт",Республика Адыгея,2023,8
2023-09-01,108194.4591525424,"Первичный рынок, эконом/комфорт",Республика Адыгея,2023,9
2023-10-01,111620.4948979592,"Первичный рынок, эконом/комфорт",Республика Адыгея,2023,10
2023-11-01,115622.3773138548,"Первичный рынок, эконом/комфорт",Республика Адыгея,2023,11
2023-12-01,125024.1531764706,"Первичный рынок, эконом/комфорт",Республика Адыгея,2023,12
2024-01-01,128639.8174109264,"Первичный рынок, эконом/комфорт",Республика Адыгея,2024,1
2024-02-01,126458.1772846975,"Первичный рынок, эконом/комфорт",Республика Адыгея,2024,2
2024-03-01,129843.1111111111,"Первичный рынок, эконом/комфорт",Республика Адыгея,2024,3
2024-04-01,134665.3996566524,"Первичный рынок, эконом/комфорт",Республика Адыгея,2024,4
2024-05-01,131813.1472763954,"Первичный рынок, эконом/комфорт",Республика Адыгея,2024,5
2024-06-01,129464.3125303644,"Первичный рынок, эконом/комфорт",Республика Адыгея,2024,6
2024-07-01,132200.2206287921,"Первичный рынок, эконом/комфорт",Республика Адыгея,2024,7
2024-08-01,141881.4014714205,"Первичный рынок, эконом/комфорт",Республика Адыгея,2024,8
2024-09-01,141500.6595644796,"Первичный рынок, эконом/комфорт",Республика Адыгея,2024,9
2024-10-01,147162.5287633803,"Первичный рынок, эконом/комфорт",Республика Адыгея,2024,10
2024-11-01,158138.2446979038,"Первичный рынок, эконом/комфорт",Республика Адыгея,2024,11
2024-12-01,162387.0247651007,"Первичный рынок, эконом/комфорт",Республика Адыгея,2024,12
2025-01-01,161246.2792846821,"Первичный рынок, эконом/комфорт",Республика Адыгея,2025,1
2025-02-01,165331.9015512048,"Первичный рынок, эконом/комфорт",Республика Адыгея,2025,2
2025-03-01,153877.0352609309,"Первичный рынок, эконом/комфорт",Республика Адыгея,2025,3
2025-04-01,173050.3539610056,"Первичный рынок, эконом/комфорт",Республика Адыгея,2025,4
2025-05-01,156482.8241979522,"Первичный рынок, эконом/комфорт",Республика Адыгея,2025,5
2025-06-01,159102.6116870144,"Первичный рынок, эконом/комфорт",Республика Адыгея,2025,6
2025-07-01,168623.5160962025,"Первичный рынок, эконом/комфорт",Республика Адыгея,2025,7
2025-08-01,169354.0587219344,"Первичный рынок, эконом/комфорт",Республика Адыгея,2025,8
2025-09-01,166887.8414610613,"Первичный рынок, эконом/комфорт",Республика Адыгея,2025,9
2022-01-01,65773.5857421875,Вторичный рынок,Орловская область,2022,1
2022-02-01,67617.9656760886,Вторичный рынок,Орловская область,2022,2
2022-03-01,70085.7051403368,Вторичный рынок,Орловская область,2022,3
2022-04-01,69884.5385116938,Вторичный рынок,Орловская область,2022,4
2022-05-01,70046.7878594249,Вторичный рынок,Орловская область,2022,5
2022-06-01,69993.6050871731,Вторичный рынок,Орловская область,2022,6
2022-07-01,69767.934740566,Вторичный рынок,Орловская область,2022,7
2022-08-01,70174.3528556319,Вторичный рынок,Орловская область,2022,8
2022-09-01,70740.7583106695,Вторичный рынок,Орловская область,2022,9
2022-10-01,70449.4283788396,Вторичный рынок,Орловская область,2022,10
2022-11-01,70888.8868374558,Вторичный рынок,Орловская область,2022,11
2022-12-01,70565.1919459103,Вторичный рынок,Орловская область,2022,12
2023-01-01,70975.6045006402,Вторичный рынок,Орловская область,2023,1
2023-02-01,71098.9814614878,Вторичный рынок,Орловская область,2023,2
2023-03-01,71993.1741884817,Вторичный рынок,Орловская область,2023,3
2023-04-01,71474.2721179941,Вторичный рынок,Орловская область,2023,4
2023-05-01,72822.8235925256,Вторичный рынок,Орловская область,2023,5
2023-06-01,72536.4267305315,Вторичный рынок,Орловская область,2023,6
2023-07-01,73398.6243231162,Вторичный рынок,Орловская область,2023,7
2023-08-01,74369.2062321937,Вторичный рынок,Орловская область,2023,8
2023-09-01,74038.1413744428,Вторичный рынок,Орловская область,2023,9
2023-10-01,76356.8595472918,Вторичный рынок,Орловская область,2023,10
2023-11-01,76281.0476647287,Вторичный рынок,Орловская область,2023,11
2023-12-01,78057.8187927107,Вторичный рынок,Орловская область,2023,12
2024-01-01,79050.8116557018,Вторичный рынок,Орловская область,2024,1
2024-02-01,79568.6259891892,Вторичный рынок,Орловская область,2024,2
